id,cost
1,22.5703334808
2,14.0549688339
3,8.27944087982
4,6.19515323639
5,4.17370700836
6,3.52834892273
7,3.09796881676
8,2.81846284866
9,21.8551692963
10,12.8878793716
11,7.43399906158
12,4.56963300705
13,3.09213089943
14,2.46318721771
15,2.31438302994
16,2.22251653671
17,27.7514476776
18,18.4496479034
19,10.6191635132
20,7.77931642532
21,5.94308662415
22,5.16457843781
23,4.66395759583
24,4.35882329941
25,21.5972099304
26,13.5530471802
27,8.2608423233
28,6.13122844696
29,4.32903575897
30,3.6527493
31,3.20800375938
32,2.93730187416
33,22.8798866272
34,13.4882316589
35,7.76915597916
36,4.90293741226
37,3.40069246292
38,2.74672746658
39,2.55441975594
40,2.46418595314
41,3.04752421379
42,51.9027633667
43,7.72747612
44,46.2536315918
45,38.3501052856
46,32.1562957764
47,21.1786670685
48,19.443649292
49,17.8812122345
50,16.5663337708
51,15.8634748459
52,54.5377044678
53,37.0391769409
54,38.3911743164
55,7.89458084106
56,4.11584758759
57,8.30517196655
58,15.1945552826
59,8.92659950256
60,6.89716625214
61,6.88928890228
62,4.91565322876
63,18.8859806061
64,12.1053142548
65,6.25760555267
66,4.04892969131
67,2.73806643486
68,2.22466874123
69,2.2327299118
70,2.03320741653
71,8.12081241608
72,4.44602489471
73,3.89350986481
74,3.05565476418
75,6.01768350601
76,20.40832901
77,11.5491962433
78,6.3629026413
79,3.91397094727
80,2.48799657822
81,1.98334634304
82,1.753277421
83,1.55776262283
84,7.06840991974
85,12.1137533188
86,11.1802053452
87,8.98084259033
88,12.1154727936
89,24.7449874878
90,14.8727436066
91,7.83917236328
92,5.10838365555
93,3.99518871307
94,3.37432980537
95,2.91917228699
96,2.65258479118
97,2.97571253777
98,26.4661388397
99,15.9390449524
100,8.87423610687
101,5.45078325272
102,4.02605962753
103,3.31776452065
104,2.94433689117
105,2.61796617508
106,31.5515899658
107,20.0016288757
108,10.9989414215
109,7.39328384399
110,5.91621017456
111,4.88592338562
112,4.35374212265
113,3.95626211166
114,3.64466524124
115,4.23400115967
116,12.1072616577
117,8.65634346008
118,7.48215436935
119,6.07655239105
120,47.2312240601
121,30.8889255524
122,25.8763427734
123,22.321855545
124,27.6124038696
125,15.0168237686
126,7.78541374207
127,4.06839466095
128,2.63409376144
129,2.26946210861
130,2.05744791031
131,8.60530281067
132,15.252196312
133,10.9421987534
134,7.70425653458
135,6.77198171616
136,1.69169807434
137,6.7494931221
138,6.19512987137
139,4.75682735443
140,3.31287431717
141,2.03181600571
142,28.6106681824
143,16.9725990295
144,8.60106658936
145,5.83450698853
146,4.73697376251
147,3.90388536453
148,3.42956566811
149,3.1076529026
150,9.66380310059
151,42.3597145081
152,25.409034729
153,16.94348526
154,7.86828374863
155,6.43024969101
156,5.41477203369
157,5.21638154984
158,4.98891544342
159,87.8640975952
160,61.2625465393
161,47.3575820923
162,44.3839111328
163,51.2921600342
164,36.7627372742
165,31.7370986938
166,18.6847229004
167,25.401506424
168,14.0519285202
169,8.43538093567
170,3.80907297134
171,2.37125444412
172,1.82404863834
173,1.65788757801
174,1.52794837952
175,15.8980340958
176,12.0473480225
177,6.79962158203
178,9.06341457367
179,6.77433538437
180,3.65885996819
181,42.9980010986
182,15.8345718384
183,11.3918628693
184,6.68173933029
185,43.1782150269
186,29.4740161896
187,18.4781913757
188,14.7810230255
189,10.869802475
190,9.40284538269
191,8.99251174927
192,8.24130249023
193,2.39702606201
194,2.73162603378
195,22.0937576294
196,13.0440158844
197,7.4648065567
198,4.59451389313
199,3.11207699776
200,2.42580413818
201,2.2850818634
202,2.19398713112
203,20.3805294037
204,11.9729442596
205,6.79037570953
206,4.1511631012
207,2.73889303207
208,2.15405321121
209,1.97092795372
210,1.79251527786
211,20.5059223175
212,11.9260349274
213,6.74009084702
214,4.00239515305
215,2.65184760094
216,2.09672737122
217,1.92037916183
218,1.74500203133
219,21.0921058655
220,12.2866153717
221,6.76627492905
222,4.10020971298
223,2.70994234085
224,2.08692860603
225,1.84583008289
