id,cost
1,21.2067050934
2,11.0887298584
3,6.41876506805
4,4.98798847198
5,3.42142438889
6,3.00595259666
7,2.57624697685
8,2.40019035339
9,21.8178081512
10,11.0117645264
11,6.82877826691
12,4.06854391098
13,2.81207585335
14,2.39966464043
15,2.01504898071
16,1.88880312443
17,30.7110061646
18,14.3682050705
19,8.57681274414
20,6.23682260513
21,4.52632713318
22,4.08505296707
23,3.37946391106
24,3.16386675835
25,21.5911769867
26,11.298034668
27,6.54720878601
28,5.16581916809
29,3.78448009491
30,3.33489108086
31,2.86990237236
32,2.76163935661
33,21.0217285156
34,10.5926942825
35,6.47152662277
36,4.15873384476
37,2.9530339241
38,2.64999008179
39,2.23705434799
40,2.09090948105
41,4.39418411255
42,43.945930481
43,7.39721536636
44,44.1919326782
45,29.6203022003
46,24.0685882568
47,24.4697170258
48,19.283821106
49,19.13463974
50,16.1814460754
51,15.0985841751
52,42.2141342163
53,26.4385261536
54,20.3511676788
55,5.20629835129
56,5.78492450714
57,7.73274850845
58,13.8639678955
59,7.08090400696
60,7.20054674149
61,7.1204366684
62,4.78493118286
63,19.3242473602
64,9.70744991302
65,5.30915355682
66,3.96390271187
67,2.31893396378
68,1.93548464775
69,1.83967936039
70,1.4533611536
71,8.17856884003
72,3.8610367775
73,3.81355047226
74,2.51041150093
75,7.06636714935
76,20.4013996124
77,9.80761909485
78,5.62410640717
79,3.50878548622
80,2.44055700302
81,2.05025458336
82,1.73226642609
83,1.55223333836
84,10.2781801224
85,16.818315506
86,13.3213310242
87,13.3710422516
88,11.9538869858
89,20.2765045166
90,9.83428573608
91,5.92743110657
92,3.7397081852
93,2.58785486221
94,2.26515674591
95,1.90749418736
96,1.76436018944
97,3.24332666397
98,18.1192016602
99,8.77705097198
100,5.21475744247
101,3.16505789757
102,2.17597031593
103,1.90414142609
104,1.75949716568
105,1.6238026619
106,26.0532073975
107,12.7959699631
108,7.88660478592
109,4.8810043335
110,3.48442482948
111,3.08712553978
112,2.58710360527
113,2.53362870216
114,3.44075107574
115,5.13894796371
116,17.6199378967
117,8.66228485107
118,8.45818328857
119,7.80869913101
120,37.7090568542
121,20.4208335876
122,20.2715034485
123,15.6670885086
124,24.1912612915
125,10.2852039337
126,7.13984966278
127,3.34681367874
128,1.88589537144
129,1.61490631104
130,1.420835495
131,9.49886131287
132,17.9968509674
133,11.9602222443
134,9.9283208847
135,9.849360466
136,1.61851549149
137,8.71255493164
138,8.61767673492
139,4.86909341812
140,4.71998500824
141,1.68869805336
142,22.4000663757
143,10.933016777
144,6.68660545349
145,4.18751144409
146,2.95561718941
147,2.60516738892
148,2.16410851479
149,2.16516971588
150,9.62604904175
151,39.6675224304
152,19.8446617126
153,14.3313302994
154,6.53327608109
155,5.08087921143
156,4.75395107269
157,4.47154808044
158,4.20170450211
159,70.069519043
160,47.2236709595
161,43.6943092346
162,39.5371856689
163,38.2475204468
164,33.8269462585
165,28.411283493
166,21.1226768494
167,28.9293022156
168,12.4077777863
169,9.70080947876
170,3.85170793533
171,2.34677934647
172,2.00217533112
173,1.66252827644
174,1.49269998074
175,13.2335281372
176,7.66334581375
177,5.48854780197
178,9.10389041901
179,8.15613460541
180,4.24937438965
181,29.3843612671
182,12.551574707
183,7.14736747742
184,4.06411314011
185,36.0486335754
186,19.9945049286
187,12.2570390701
188,11.9746828079
189,8.47691822052
190,7.59386587143
191,6.39425325394
192,6.02266216278
193,1.94516444206
194,1.94516444206
195,20.5322990417
196,10.3350467682
197,6.30546808243
198,3.87692832947
199,2.66796088219
200,2.32164788246
201,1.94585871696
202,1.8128606081
203,19.0619316101
204,9.56101226807
205,5.80660533905
206,3.54390120506
207,2.41749000549
208,2.06560468674
209,1.71878218651
210,1.59336447716
211,19.0619316101
212,9.56101226807
213,5.80660533905
214,3.54390120506
215,2.3773150444
216,2.02956676483
217,1.68682074547
218,1.56287813187
219,18.9438934326
220,9.49887180328
221,5.61933326721
222,3.40009260178
223,2.23096513748
224,1.83079576492
225,1.53568553925
226,1.4187142849
227,19.0619316101
228,9.56101226807
229,5.80660533905
230,3.54390120506
231,2.3773150444
232,2.02956676483
233,1.68682074547
234,1.56287813187
235,19.0619316101
236,9.56101226807
237,5.80660533905
238,3.54390120506
239,2.3773150444
240,2.02956676483
241,1.68682074547
242,1.56287813187
243,14.9436044693
244,7.78008270264
245,7.74690341949
246,5.03306484222
247,19.7156066895
248,9.54866695404
249,5.78999185562
250,3.74301576614
251,2.5953245163
252,2.30114865303
253,1.93954360485
254,1.838078022
255,11.4652900696
256,18.9353466034
257,9.15134716034
258,5.44494819641
259,3.47106146812
260,2.29749202728
261,1.96566343307
262,1.64080643654
263,1.54965305328
264,11.0600337982
265,39.6137657166
266,21.7797374725
267,14.9439611435
268,13.6093549728
269,12.5293483734
270,12.4698562622
271,13.1333551407
272,12.6897058487
273,3.08876204491
274,4.0381603241
275,20.4287910461
276,9.95812416077
277,6.06709909439
278,3.73628473282
279,2.61154699326
280,2.34663009644
281,2.13423156738
282,1.91413223743
283,2.57826161385
284,2.75272631645
285,9.94338321686
286,9.36104869843
287,5.57068014145
288,5.5934882164
