id,cost
1,21.1353111267
2,11.6212310791
3,6.27534151077
4,4.73603725433
5,3.25628495216
6,2.44568347931
7,2.15012741089
8,2.06201410294
9,19.5958385468
10,10.6483039856
11,6.11567401886
12,4.16042470932
13,2.72013139725
14,2.04552698135
15,1.79305195808
16,1.73363542557
17,27.1239356995
18,13.8101501465
19,8.31861686707
20,6.07402420044
21,4.96105909348
22,3.82815933228
23,3.25398588181
24,3.1631565094
25,19.5606842041
26,10.790014267
27,5.92512750626
28,4.69247531891
29,3.4710316658
30,2.61290025711
31,2.30300140381
32,2.28238248825
33,19.4384880066
34,10.673002243
35,6.21653461456
36,4.51909828186
37,3.00690102577
38,2.34700012207
39,2.06953287125
40,1.99629878998
41,3.45079469681
42,47.6991157532
43,5.39052963257
44,43.4724388123
45,31.2011528015
46,27.1469039917
47,25.853975296
48,20.15858078
49,18.1714744568
50,15.7915239334
51,15.4424190521
52,44.4054260254
53,25.47356987
54,23.2259044647
55,5.94298696518
56,5.36924982071
57,5.62554359436
58,12.8674783707
59,6.65564155579
60,6.47190237045
61,5.73497056961
62,3.89160108566
63,17.6490211487
64,9.1506652832
65,4.92975234985
66,3.37549805641
67,1.98651361465
68,1.44644618034
69,1.43352544308
70,1.13952636719
71,6.90565681458
72,3.85918974876
73,3.31236791611
74,2.53906083107
75,7.10825061798
76,17.6198272705
77,8.9946346283
78,4.79041290283
79,3.16426038742
80,2.08021450043
81,1.50875461102
82,1.31215155125
83,1.19595766068
84,7.10972595215
85,10.5355091095
86,9.41354846954
87,8.25831890106
88,8.18597221375
89,17.6051387787
90,9.51452255249
91,5.26846408844
92,3.54953050613
93,2.63681173325
94,1.93899488449
95,1.6832818985
96,1.60438036919
97,1.92984497547
98,16.4922103882
99,8.89048862457
100,4.94064807892
101,3.24545121193
102,2.40718460083
103,1.74078214169
104,1.67969501019
105,1.60134088993
106,21.3957614899
107,12.1668996811
108,7.09502887726
109,5.00241470337
110,3.91646838188
111,2.96714758873
112,2.58628225327
113,2.60932207108
114,3.80152797699
115,3.3929605484
116,12.1174373627
117,6.48221158981
118,5.27665472031
119,4.62247943878
120,42.3535003662
121,24.3110351562
122,21.3437290192
123,18.8924636841
124,28.4514694214
125,13.4041481018
126,6.9085354805
127,4.15572309494
128,2.49783539772
129,1.93687498569
130,1.80589938164
131,12.9381971359
132,19.9503173828
133,15.6025533676
134,12.4880943298
135,10.9727516174
136,1.80946421623
137,9.43842124939
138,7.9737701416
139,5.92903614044
140,4.96238708496
141,1.20280492306
142,20.9138450623
143,12.1302757263
144,6.83549356461
145,5.2037987709
146,4.16773748398
147,3.16678714752
148,2.77354931831
149,2.85205245018
150,6.24453401566
151,41.2424697876
152,21.6824798584
153,13.996632576
154,7.5091586113
155,5.95164966583
156,5.0214381218
157,4.89995527267
158,4.92434930801
159,90.2065582275
160,59.2107429504
161,49.3102874756
162,44.7343215942
163,45.1401557922
164,40.6573028564
165,27.8012714386
166,19.4141044617
167,24.161441803
168,11.7129678726
169,6.90653324127
170,3.61876630783
171,2.12353873253
172,1.63122916222
173,1.41703557968
174,1.37034964561
175,14.4973974228
176,8.77258110046
177,6.24927854538
178,8.60252761841
179,8.23369598389
180,4.29451751709
181,33.7720298767
182,11.0733222961
183,6.79404115677
184,4.66221237183
185,31.3433208466
186,18.7310962677
187,11.364490509
188,10.6454658508
189,7.97599124908
190,6.43534421921
191,5.71361303329
192,5.59330129623
193,1.12788414955
194,1.44230127335
195,19.1240844727
196,10.4026908875
197,5.90794229507
198,4.04666948318
199,2.59908604622
200,1.98231685162
201,1.73508214951
202,1.66774535179
203,16.3211078644
204,8.80899620056
205,4.94093704224
206,3.43854403496
207,2.28216123581
208,1.68935585022
209,1.46640455723
210,1.4032099247
211,16.320274353
212,8.77410030365
213,4.83735942841
214,3.32174515724
215,2.16763758659
216,1.6295593977
217,1.41156470776
218,1.34977579117
219,16.1297340393
220,8.70098876953
221,4.66713857651
222,3.09659051895
223,1.96936929226
224,1.3973582983
225,1.22459435463
226,1.15646052361
227,16.3776779175
228,8.80649375916
229,4.85951900482
230,3.34487605095
231,2.17896199226
232,1.63895988464
233,1.42018592358
234,1.35817623138
235,16.3776779175
236,8.80649375916
237,4.85951900482
238,3.34487605095
239,2.17896199226
240,1.63895988464
241,1.42018592358
242,1.35817623138
243,8.41789054871
244,6.29191160202
245,5.61097097397
246,4.64840841293
247,18.7162361145
248,10.2415494919
249,5.85204124451
250,4.21302032471
251,3.16852688789
252,2.43138194084
253,2.12823152542
254,2.08231210709
255,10.388551712
256,18.2868919373
257,9.84306144714
258,5.34823894501
259,3.80236315727
260,2.76516652107
261,2.00394940376
262,1.75183200836
263,1.7155610323
264,11.7089042664
265,45.1583442688
266,26.5759277344
267,18.6373844147
268,16.4571876526
269,15.1617622375
270,13.4591903687
271,14.595454216
272,14.8906230927
273,2.95384550095
274,3.52529287338
275,18.1670417786
276,10.3231401443
277,5.76934909821
278,3.96218466759
279,2.98373484612
280,2.26313138008
281,2.15402078629
282,1.98367524147
283,2.21138191223
284,2.11166238785
285,12.0641784668
286,7.07749080658
287,4.96332645416
288,4.34311294556
289,22.5759429932
290,12.5647087097
291,6.68137311935
292,4.99842119217
293,3.51458716393
294,2.64537096024
295,2.32951617241
296,2.2344121933
297,19.087562561
298,10.2931976318
299,5.62745761871
300,3.81817603111
301,2.74625062943
302,1.9893501997
303,1.73845911026
304,1.6611866951
305,0.586786389351
306,26.7311210632
307,26.2144641876
308,13.5248346329
309,7.2503194809
310,5.32338237762
311,3.55409789085
312,2.86546707153
313,2.53682565689
314,2.42191886902
315,19.4288959503
316,9.59965324402
317,4.46720790863
318,2.84901833534
319,1.96607911587
320,1.34764933586
321,1.48412966728
322,1.52157402039
323,2.4938082695
324,27.0542678833
325,15.4446659088
326,9.11264610291
327,6.484395504
328,5.20099830627
329,4.21515464783
330,4.78597354889
331,4.69921875
332,25.9353637695
333,14.1496477127
334,8.60700893402
335,6.47217845917
336,5.62196111679
337,4.38004207611
338,3.89232993126
339,3.7920460701
340,25.9353637695
341,14.1496477127
342,8.60700893402
343,6.47217845917
344,5.62196111679
345,4.38004207611
346,3.89232993126
347,3.7920460701
348,40.4036445618
349,13.9766407013
350,10.6457767487
351,6.25958061218
352,5.17719936371
353,3.66286444664
354,1.26710116863
355,13.0148487091
356,9.0968952179
357,7.95498800278
358,5.57217550278
359,2.879809618
360,2.05970740318
361,9.55379867554
362,8.84013080597
363,10.5901317596
364,10.5183963776
365,8.48622894287
366,8.73503303528
367,7.46644544601
368,6.10916233063
369,29.4321880341
370,16.6964817047
371,9.20748996735
372,5.28809833527
373,3.88175320625
374,2.68736577034
375,2.08974480629
376,1.8286986351
377,1.80954957008
378,26.7746334076
379,12.7290267944
380,9.13221931458
381,7.66216850281
382,8.42410373688
383,32.6941337585
384,18.9801120758
385,11.230506897
386,8.21966934204
387,5.86078119278
388,4.90199041367
389,4.20892477036
390,4.18987035751
391,30.9440727234
392,16.848033905
393,10.377494812
394,6.68364810944
395,5.5326423645
396,4.66698169708
397,5.10153245926
398,5.08351707458
399,31.5240364075
400,17.8786678314
401,10.3200359344
402,7.94524478912
403,5.85304689407
404,4.9032087326
405,4.22397661209
406,4.20486783981
407,10.880865097
408,7.46040248871
409,5.16742134094
410,2.16594839096
411,2.18726205826
412,33.8459091187
413,15.9236812592
414,9.67825698853
415,6.46462345123
416,4.60691356659
417,3.89264893532
418,3.34997940063
419,3.27451872826
420,41.0729064941
421,20.3973484039
422,12.7476243973
423,8.30555725098
424,6.57313013077
425,5.82175445557
426,5.04285526276
427,4.90147304535
428,41.0729064941
429,20.3973484039
430,12.7476243973
431,8.30555725098
432,6.57313013077
433,5.82175445557
434,5.04285526276
435,4.90147304535
436,34.9814567566
437,22.2893180847
438,13.2260065079
439,7.9600110054
440,6.39017295837
441,5.41251659393
442,5.28249359131
443,5.39302492142
444,36.7237739563
445,18.6279850006
446,11.3609714508
447,7.15179347992
448,5.56787490845
449,4.93591499329
450,4.76869249344
451,4.3703250885
452,16.4722824097
453,8.71007061005
454,4.44751358032
455,2.84858345985
456,1.73225665092
457,1.21156859398
458,1.03088760376
459,0.972632288933
460,17.2329845428
461,9.29500007629
462,5.1648106575
463,3.50811362267
464,2.63777089119
465,1.9454407692
466,1.88991641998
467,1.79556965828
468,8.48575210571
469,7.60943746567
470,7.285197258
471,7.88554954529
472,6.42463970184
473,28.1400699615
474,14.2601451874
475,8.58285140991
476,6.45617294312
477,5.12133359909
478,3.99409556389
479,3.40467405319
480,3.28742098808
481,26.8085460663
482,13.6599931717
483,8.1613445282
484,6.11584091187
485,4.8317232132
486,3.74042129517
487,3.18094968796
488,3.06964588165
489,2.98857569695
490,9.22397708893
491,6.45915460587
492,4.73582363129
493,4.04105234146
494,20.3862495422
495,11.6392536163
496,6.73367166519
497,4.85627031326
498,3.37807440758
499,2.63937878609
500,2.20044708252
501,2.18024420738
502,20.7076778412
503,11.2880840302
504,6.36942863464
505,4.33593082428
506,2.8566031456
507,2.15874433517
508,1.74915516376
509,1.74399507046
510,20.7353897095
511,11.3102798462
512,6.21976137161
513,4.02272415161
514,2.55258893967
515,1.86705219746
516,1.5247657299
517,1.50708031654
518,6.4836640358
519,5.29105377197
520,4.2912311554
521,3.90048074722
522,21.0717315674
523,11.4450798035
524,6.17794036865
525,4.95202350616
526,3.66572189331
527,2.82691502571
528,2.60713911057
529,2.35372233391
530,6.82377052307
531,5.16506195068
532,4.75806999207
533,4.76931285858
534,89.333732605
535,56.7219963074
536,40.5607185364
537,18.6006603241
538,17.0981616974
539,11.8058853149
540,3.10271406174
541,25.1081008911
542,5.43830680847
543,1.81935918331
544,1.43539023399
545,5.70328235626
546,4.40707111359
547,3.753698349
548,2.80150842667
549,5.2245926857
550,4.45295190811
551,4.6372423172
552,4.0165014267
553,4.00615024567
554,2.2196393013
555,6.63802242279
556,2.31140065193
557,1.05461037159
558,0.446537137032
559,1.66198396683
560,0.70669645071
561,5.05955553055
562,5.78874778748
563,29.989112854
564,14.1618289948
565,10.0633087158
566,6.60399246216
