id,cost
1,15.0500699101243
2,9.57700594091001
3,4.20430694668483
4,3.9973859781369
5,3.70065151995779
6,3.20597156924995
7,3.17971878920438
8,3.14483540732326
9,9.90275160010405
10,7.22395415459015
11,5.96935359234184
12,6.64439895560539
13,5.0517461567423
14,4.4945264098506
15,5.19504279487287
16,5.39067210852095
17,14.5186391340399
18,9.96840182350269
19,4.6252913873657
20,4.15593521729187
21,4.68309454820653
22,4.08425051774678
23,4.06484609597667
24,3.67700455273013
25,15.0500699101243
26,9.57700594091001
27,4.20430694668483
28,3.9973859781369
29,3.70065151995779
30,3.20597156924995
31,3.17971878920438
32,3.14483540732326
33,9.97390531266876
34,7.13860000371233
35,5.89702059450897
36,6.56505804456655
37,4.98893675328174
38,4.41797785960913
39,5.266216681259
40,5.4873861255393
41,3.03078181826401
42,18.6359797794462
43,2.92558195993476
44,15.337638801261
45,10.0901424094905
46,5.86717085325606
47,5.8825504706345
48,4.9350860345282
49,3.14361712868832
50,2.91001653578118
51,3.33352298922303
52,17.80059344129
53,12.1759283108452
54,7.40139048714242
55,6.50090163642283
56,7.21458322234234
57,12.0504594174969
58,18.7064279007727
59,7.15394355726501
60,4.89243311232678
61,4.42213758788738
62,3.84342991025103
63,13.763286252837
64,9.77608267369409
65,5.02025739119729
66,3.73746327621902
67,5.30213071506252
68,4.99063045104538
69,4.8282478363729
70,5.05699174108335
71,5.23372789671504
72,3.93762991971021
73,3.65125424039396
74,2.57629389636511
75,12.1050333020696
76,9.97390531266876
77,7.13860000371233
78,5.89702059450897
79,6.56505804456655
80,4.98893675328174
81,4.41797785960913
82,5.266216681259
83,5.4873861255393
84,6.29245584081898
85,17.7187529367409
86,10.8697320240054
87,8.91207413842494
88,6.64257660611793
89,14.4705628440293
90,9.20202326129635
91,4.18306196302567
92,4.02876852444669
93,3.72967895743329
94,3.23129554116412
95,3.21515100812098
96,3.17997091703
97,13.8885969903135
98,13.1737545459237
99,8.05468763818043
100,3.53814476608538
101,3.18354818571519
102,2.97944316420182
103,2.49855231089145
104,2.42235665555969
105,2.40618159819686
106,14.1833776513181
107,9.73144273020373
108,4.50376375114833
109,4.0452246284139
110,4.56106322825818
111,3.97507680307893
112,3.95609377744054
113,3.5765766900344
114,6.09782614828116
115,5.24112556642118
116,7.93437431894828
117,7.7068841851897
118,7.05293165027813
