id,cost
1,22.7982631469656
2,13.2314583230177
3,7.4452885270288
4,5.48277507905723
5,4.23058414087626
6,3.97997652233391
7,3.8878334565126
8,3.85782055536905
9,21.7264816280724
10,12.1620847204293
11,6.43980269412395
12,4.52896961041897
13,3.35115658927518
14,3.04075141167048
15,2.91672921336675
16,2.88004658180777
17,28.373094470999
18,16.7384586922207
19,9.68180298832769
20,7.32739981155189
21,5.92274754327946
22,5.52874312092471
23,5.37834030482692
24,5.29119061619785
25,22.8437317839907
26,13.2490129425142
27,7.56737013940899
28,5.56526976490811
29,4.33857160656657
30,4.08782693837127
31,4.00720390727549
32,3.9664449807306
33,22.0752673482021
34,12.5612124381768
35,6.7712567716452
36,4.89136732207973
37,3.73331602251035
38,3.4030618710816
39,3.27223744153555
40,3.23075678784733
41,6.6920936885773
42,36.8077042935924
43,11.8678398221265
44,35.4077609834012
45,26.2944716615165
46,19.382541403867
47,15.3589581765533
48,14.2119268399185
49,14.1696447293886
50,14.1622989339667
51,14.1141392302407
52,39.7798443768222
53,29.0947500081484
54,18.3324763493918
55,6.69843006299396
56,5.27467816201591
57,11.6347307245757
58,25.5341228819408
59,15.0094784698164
60,9.84141697699482
61,9.59100755046812
62,6.74914036424394
63,21.6948693007445
64,12.6373853032679
65,7.00525778011382
66,5.04105225264816
67,3.92678683732749
68,3.73148534417067
69,3.58213270476903
70,3.5690359041968
71,8.12028447192571
72,4.94910662191819
73,5.08839918004874
74,3.250681212052
75,13.1671399555888
76,20.9896084534736
77,11.5073358914124
78,5.80718342833598
79,3.90839481031806
80,2.74608920073137
81,2.42447636393394
82,2.28911517161606
83,2.24384411238609
84,14.0105368933904
85,19.856889564078
86,16.5722555159998
87,16.1644432271317
88,13.9900570654498
89,23.0408422951417
90,12.8473818222575
91,6.93149100757584
92,4.84934670911039
93,3.63007533765465
94,3.30746347826558
95,3.1882774316837
96,3.12734620510713
97,4.84462409424891
98,22.4220272830302
99,12.7582090614938
100,6.74396725533561
101,4.65349876582325
102,3.34005049405264
103,2.98633878773937
104,2.92044162017717
105,2.84288607926019
106,27.6142922578372
107,15.7367774008174
108,8.76079896452072
109,6.26721475068554
110,4.75836015441989
111,4.41728150424393
112,4.28091069952668
113,4.23191053843922
114,5.13432880612548
115,6.34200093321653
116,15.9843409191836
117,12.7325699752352
118,10.9204945175373
119,9.65652519450176
120,29.4013503619596
121,19.4491774273851
122,20.1916060444045
123,12.9139389646026
124,18.946206064225
125,10.6344308632587
126,5.32083736917605
127,3.73740371661049
128,2.84480392207179
129,2.73148155834749
130,2.64639806077986
131,10.4595580417722
132,23.6600087519818
133,13.8921924048896
134,13.1740650973829
135,12.9140551504321
136,2.87630516038454
137,10.4251479211345
138,10.1208972470209
139,6.75917037569866
140,6.39539871604787
141,3.2700280563031
142,25.9235582869455
143,14.7326650936269
144,8.18191248026015
145,5.77033306064533
146,4.33270557110142
147,4.12433975897656
148,4.05340079412428
149,3.96606676885515
150,19.2801472862731
151,28.7614999166367
152,16.8857255108857
153,9.83559137253066
154,7.61502674824287
155,5.99955095245303
156,5.6587569424393
157,5.55865397051285
158,5.52886250823285
159,66.3287257267259
160,55.4713129570593
161,50.6429810741167
162,47.2478663911445
163,36.1503231970158
164,19.579366751269
165,16.049241532804
166,14.7414170223425
167,21.7417529805746
168,11.7642372803385
169,6.26836557637808
170,4.19586050940715
171,3.01755999290788
172,2.72767290123775
173,2.6045942304018
174,2.55825704173254
175,23.4186032243233
176,14.3906777612576
177,9.80045593929001
178,8.05977490960856
179,8.92102900694106
180,7.26036686271648
181,32.0781013084468
182,20.2873565205533
183,12.2625954560168
184,6.17741572830142
185,30.2364969012345
186,19.9941843886714
187,13.0303407995133
188,10.5087595605904
189,7.8694095054704
190,7.63348123949654
191,7.55306397232444
192,7.5302684035526
193,3.59183844939373
194,3.74687657044361
195,21.6247538211185
196,12.1684964917467
197,6.45023634739522
198,4.57410377971887
199,3.3705918508575
200,3.03420181811641
201,2.92022910828056
202,2.87572369304333
203,21.4339603872
204,11.9546442465951
205,6.2439984970427
206,4.34508499831622
207,3.18170138155021
208,2.8610173062506
209,2.74416195509213
210,2.69353916035396
211,21.3841015393737
212,11.9046257110633
213,6.18717374606207
214,4.29761889995363
215,3.14201402873397
216,2.82214962090231
217,2.70131579272401
218,2.64768074750044
219,21.3151933488938
220,11.7841307344788
221,6.00069114333488
222,4.1096214072721
223,2.94642845736311
224,2.62267375010755
225,2.48274193155326
226,2.42392885215839
227,21.3855173400693
228,11.905004615741
229,6.18871457229367
230,4.29822972752422
231,3.14024933807975
232,2.82292107146291
233,2.70563449072347
